ID,TITOLO,DATA,COD.ISTAT COMUNE,COMUNE,PROVINCIA,DESCRIZIONE,CATEGORIA
420,Aiuti agli animali - Area della Bassa Ogliastra,2013-11-24 09:48:00,105009,Jerzu,Ogliastra,Referente professionista di Jerzu.,2.10 Aiuti per animali
419,Aiuti agli animali - Area del Coros,2013-11-24 09:47:00,90033,Ittiri,Sassari,Referente: professionista di Ittiri.,2.10 Aiuti per animali
418,Aiuti agli animali - Area del Sarcidano,2013-11-24 09:46:00,92114,Isili,Cagliari,Referente professionista di Isili.,2.10 Aiuti per animali
417,Aiuti agli animali - Area dell'Iglesiente,2013-11-24 09:45:00,107009,Iglesias,Carbonia-Iglesias,"Aiuti agli animali: ecco dove donare mangimi, foraggi, aiuti ai canili e chi contattare",2.10 Aiuti per animali
416,Aiuti agli animali - Area del Linas,2013-11-24 09:45:00,106008,Guspini,Medio Campidano,"Aiuti agli animali: ecco dove donare mangimi, foraggi, aiuti ai canili e chi contattare",2.10 Aiuti per animali
415,Aiuti agli animali - Area del Sulcis,2013-11-24 09:44:00,107009,Iglesias,Carbonia-Iglesias,"Aiuti agli animali: ecco dove donare mangimi, foraggi, aiuti ai canili e chi contattare",2.10 Aiuti per animali
414,Aiuti agli animali - Area del Guilcer Barigadu,2013-11-24 09:43:00,95021,Ghilarza,Oristano,"Aiuti agli animali: ecco dove donare mangimi, foraggi, aiuti ai canili e chi contattare",2.10 Aiuti per animali
413,Aiuti agli animali - Area del Montiferru Planargia,2013-11-24 09:42:00,95019,Cuglieri,Oristano,"Aiuti agli animali: ecco dove donare mangimi, foraggi, aiuti ai canili e chi contattare",2.10 Aiuti per animali
412,Aiuti agli animali - Area del Goceano,2013-11-24 09:40:00,90012,Bono,Sassari,"Aiuti agli animali: ecco dove donare mangimi, foraggi, aiuti ai canili e chi contattare",2.10 Aiuti per animali
411,Aiuti agli animali - Campidano di Oristano,2013-11-24 09:39:00,95006,Arborea,Oristano,"Aiuti agli animali: ecco dove donare mangimi, foraggi, aiuti ai canili e chi contattare",2.10 Aiuti per animali
410,Aiuti agli animali - Area della Nurra,2013-11-24 09:38:00,90003,Alghero,Sassari,"Aiuti agli animali: ecco dove donare mangimi, foraggi, aiuti ai canili e chi contattare",2.10 Aiuti per animali
409,Aiuti agli animali - Alta Marmilla,2013-11-24 09:33:00,95004,Ales,Oristano,"Aiuti agli animali: ecco dove donare mangimi, foraggi, aiuti ai canili e chi contattare",2.10 Aiuti per animali
408,aiuti agli animali - Barbagia,2013-11-24 09:29:00,91028,Gavoi,Nuoro,"Aiuti agli animali: ecco dove donare mangimi, foraggi, aiuti ai canili e chi contattare",2.10 Aiuti per animali
407,Raccolta beni a Cabras,2013-11-23 22:55:00,95018,Cabras,Oristano,"Vi aspettiamo anche domenica 24 novembre nella nostra sede a Cabras per la raccolta di rifornimenti per gli sfollati e le persone colpite dall'alluvione. 

Vi invitiamo portare intimo, sia per bambini, anche neonati, che per adulti. Diamo precedenza soprattutto a acqua, prodotti per le pulizie, prodotti per l'igiene personale, farmaci generici, piccoli elettrodomestici caloriferi (stufe) e alimenti per bambini. 

Sono sempre bene accette le donazioni di cibo, in quanto, sebbene i depositi dei paesi colpiti siano al momento pieni, ci si aspetta ci sia nuovamente necessità nei prossimi giorni. 

Ci troverete di mattina dalle 10.30 alle 12.30, e di pomeriggio dalle 16.00 alle 18.00.",2.1 Raccolta beni
406,Canile allagato,2013-11-23 22:27:00,106025,Villacidro,Medio Campidano,"Il canile di Villacidro è di nuovo allagato, servono pedane per rialzare le cucce",2.8 Volontari
404,Raccolta beni e farmaci a Massa Carrara,2013-11-23 22:23:00,45010,Massa,Massa e Carrara,"Raccolta alimentare per persone e animali - Massa

Raccolta farmaci - Massa",2.1 Raccolta beni::2.5 Medicinali::2.7 Raccolta Beni fuori dalla Sardegna
403,Squadra elettricisti - Olbia,2013-11-23 22:23:00,104017,Olbia,Olbia-Tempio,"VI SEGNALO L'ESISTENZA, IN OLBIA, DI UNA SQUADRA DI ELETTRICISTI , VOLONTARI, A
DISPOSIZIONE PER QUALSIASI NECESSITA'.",2.6 Altro utile ai soccorsi::2.8 Volontari
401,raccolta beni frutti d'oro / capoterra,2013-11-25 22:21:00,92011,Capoterra,Cagliari,"RACCOLTA BENI DI PRIMA NECESSITA'
ED ALIMENTI A LUNGA CONSERVAZIONE 
GIUBOTTI, MAGLIONI, CALZE MUTANDE NUOVE 
SCARPE,PANTALONI,COPERTE ,LENZUOLA
GENERI ALIMENTARI: 
Pasta ,olio, caffè,zucchero,pelati,biscotti,latte,omogenizzati.
DETERGENZA:
Detersivi piatti,bagno schiuma, shampoo ,carta igenica, assorbenti, pannolini,spazzolini, dentrifricio, saponi per le mani",2.1 Raccolta beni
400,Un fulmine irrompe nella notte triste,2013-11-23 21:34:00,92009,Cagliari,Cagliari,"Conserverò indelebile il ricordo di quella notte triste. A Cagliari, quella notte tra il 18 e il 19 Novembre, c'era un temporale con intensa attività elettrica, come si dice in gergo. In quella notte era twitter a squarcare la fitta tempesta di tristezza, con le sue piccole storie di coraggio. Piccole perché scritte in breve, grandi per la forza.  Pensare che tre giorni prima mi trovavo in uno di quei luoghi martoriati mi aiutava a immaginare. Le immagini hanno fatto il resto. Ma per fissare il mio ricordo ho poggiato il telefono al vetro della finestra e ho catturato l'immagine di un fulmine.",9.STORIE
399,Una storia si solidarietà internazionale,2013-11-23 19:54:00,90064,Sassari,Sassari,"Ciao volevo raccontarvi di una bella storia di solidarietà a Sassari. Presso il negozio Casa Idea di Wang Linmei a Predda Niedda, dopo aver saputo che la spesa che stavo facendo era per gli alluvionati la proprietaria cinese mi ha fatto uno sconto del 20% su tutti i prodotti e ha voluto donare tantissimi indumenti intimi, prodotti per pulire e stivali imbottiti da portare nei centri di raccolta. La testimonianza che la solidarietà non ha passaporto.",9.STORIE
396,Trasporti viveri e materiali,2013-11-23 19:27:00,106025,Villacidro,Medio Campidano,"Nella giornata di Domenica sono disponibile per il trasporto tramite un furgone con piano di carico delle misure di 280x140 175altezza, di viveri e materiali verso i paesi colpiti, sono di Villacidro ma posso viaggiare un pò dove serve.",2.2 Mezzi di trasporto
395,Raduno gruppo volontari Sassari 24 Novembre,2013-11-23 19:13:00,90064,Sassari,Sassari,"Gli abitanti, uomini e donne (maggiorenni), di Sassari e dintorni che DOMENICA 24 NOVEMBRE volessero andare nelle località colpite dall'alluvione per aiutare la popolazione, possono presentarsi a ‪Sassari‬, domenica alle 8, con abiti (almeno impermeabile) e scarpe idonei (non sono indispensabili abiti e scarpe da lavoro) ed il pranzo al sacco. 

Chi non è automunito, si rechi sul posto e sarà ospitato nelle auto disponibili. Chi è automunito metta a disposizione i posti liberi. 

I volontari possono portare, anche in grandi quantitativi: detergenti per la casa, sgrassanti, stracci (si usano e si buttano in continuazione), scope, secchi, buste per l'immondezza, ecc. 
Per ora la destinazione prevista, in base alle richieste appena giunte, sarà ‪Olbia‬, dove serve quasi esclusivamente manovalanza semplice per pulire le case e consentire il rientro nelle stesse), ma la destinazione potrebbe cambiare in base alle richieste che ci perverranno sabato sera dalle varie località colpite dall'emergenza.",2.8 Volontari
393,"elettricisti, idraulici per zona di uras, terralba e solarussa",2013-11-23 14:31:00,95056,Siamaggiore,Oristano,"a disposizione per zona di uras, terralba e solarussa una squadra di elettricisti, idraulici.",2.6 Altro utile ai soccorsi::2.8 Volontari
392,Raccolta vestiario e generi di prima necessità,2013-11-23 14:30:00,90003,Alghero,Sassari,"Presso supermercato raccolta e smistamento di abbigliamento coperte e generi alimentari e non alimentari, attrezzatura per interventi di bonifica (attrezzatura e stivali).
 
Smistamento preventivo e consegna presso il centro EX Q di Sassari o consegna diretta. 

Prossimo Invio previsto Lunedì 25.",2.1 Raccolta beni
391,Olbia Parco Giochi ospita bambini,2013-11-23 13:28:00,104017,Olbia,Olbia-Tempio,Olbia Parco Giochi ospita GRATUITAMENTE i bambini dalle 10 alle 12:30 e dalle 16 alle 20 con giochi e vivande.,2.6 Altro utile ai soccorsi
389,Distribuzione Pane - Olbia,2013-11-23 13:01:00,104017,Olbia,Olbia-Tempio,Olbia la Pasticceria distribuisce pane caldo in buste o confezioni GRATIS per chi ha bisogno.,2.4 Cibo e pasti
388,Elettricista - Olbia/Palau,2013-11-23 12:54:00,104025,Tempio Pausania,Olbia-Tempio,"Disponibile come elettricista, Sabato 23 e Domenica 24 per ripristinare la corrente nelle case.",2.6 Altro utile ai soccorsi
387,Centro di raccolta aiuti per i bimbi al Centro Comunale d’Arte Exmà a Cagliari,2013-11-23 12:40:00,92009,Cagliari,Cagliari,"Raccolta di libri e giocattoli di piccole dimensioni,
anche usati purché in ottime condizioni, kit scolastici (quaderni,
carta, matite, penne, pennarelli), abbigliamento e biancheria intima
nuova per bambini e neonati e tutto ciò che rende meno traumatica la
vita dei più piccoli in questi giorni da  consegnare ai bambini delle zone colpite.

Quanti volessero aderire, potranno consegnare i beni donati, nel punto
raccolta organizzato nel Centro Comunale d’Arte Exmà a Cagliari fino a domenica 1 dicembre (orari di consegna: dal
martedì alla domenica dalle ore 9 alle 13 e dalle 16 alle 20).",2.1 Raccolta beni
385,Raccolta beni - Silanus,2013-11-23 11:16:00,91083,Silanus,Nuoro,"Raccolta beni di prima necessità

Per quanti volessero contribuire servono:
Varecchina
Disinfettanti e detersivi
Scope bastoni e secchi
Stracci e spugne
Guanti da lavoro- in lattice - da cucina
Rotoloni carta casa
Crema per le mani
Acqua 
Pane a lunga conservazione. 

Il ritiro avverrà
Martedi 26 novembre 
Dalle 9.00 alle 12.00",2.1 Raccolta beni
384,Servizio di assistenza per gli animali,2013-11-23 10:38:00,95038,Oristano,Oristano,"L'organizzazione mette a disposizione dei Comuni interessati l’ambulanza veterinaria e il relativo servizio di assistenza per gli animali. 

L’associazione si è invece resa disponibile, attraverso i suoi soci e le loro strutture, a offrire ospitalità ai cavalli che a causa dei danni subiti da aziende agricole e scuderie non hanno più un ricovero.",2.10 Aiuti per animali
383,Raccolta Beni -Sinnai (CA),2013-11-23 10:19:00,92080,Sinnai,Cagliari,"Si raccolgono viveri a lunga scadenza,coperte, detersivi, saponi e detergenti intimi",2.1 Raccolta beni
382,SOSTEGNO PSICOLOGICO,2013-11-23 01:32:00,92108,Elmas,Cagliari,"Sono una psicologa-psicoterapeuta. Offro un ciclo di sostegno psicologico ai residenti nei centri colpiti dall'alluvione, dando priorità ai casi di comprovata gravità legati alla situazione contingente.",2.6 Altro utile ai soccorsi
381,Sospensione servizio idrico a San Gavino,2013-11-22 19:17:00,106014,San Gavino Monreale,Medio Campidano,"SOSPENSIONE APPROVVIGIONAMENTO IDRICO ALL’UTENZA, ABITATI DI SAN GAVINO, SANLURI E SARDARA.
Si comunica che, a causa dei recenti eventi atmosferici avversi, l’impianto di potabilizzazione di Sanluri, non è in grado di tratare la quantità d’acqua necessaria al corretto approvviggionamento dei centri abitati e pertanto si rende necessario provvedere alla chiusura notturna dell’erogazione all’utenza dalle ore 22.00 di oggi sino alle ore 6.00 di domani 23/11/2013.",5. PROBLEMI AL TRAFFICO
380,Disponibilità alloggio per due anziani a Tiana (NU),2013-11-22 18:54:00,91091,Tiana,Nuoro,La casa anziani nel Comune di Tiana (Nuoro) mette a disposizione due posti per anziani in difficoltà.,2.3 Posti letto
379,Raccolta indumenti/generi di prima necessità Olbia,2013-11-22 18:07:00,90052,Ozieri,Sassari,"*** EMERGENZA OLBIA *** serve roba da mangiare ""al volo"", tipo: - panini con affettato - biscotti - brioches - merendine - snack vari perche' in tante case non hanno cucina, frigo, mobili per cucinare e conservare il cibo che sta arrivando (prevalentemente pasta, riso, cibo in scatola). 

Poi serve cibo per bambini e neonati, con attrezzatura per la somministrazione: - biberon - bavaglini - scodelle e cucchiai in plastica - latte - omogeneizzati servono anche prodotti per la pulizia della casa e prodotti per l'igiene personale: - detersivi e sgrassatori vari - teli, spugne e stracci - sapone, bagnoschiuma, shampoo - pannolini, assorbenti - spazzolini, dentifricio, deodoranti i gruppi di lavoro che vanno ad aiutare, se possono, si portino l'attrezzatura indispensabile per se', tipo pale, secchi, vanghe, tira-acqua, stivali, guanti, mascherine. in piu' non sarebbe male portare termos con caffe' e acqua, piu' qualcosa da mangiare, in modo da non gravare sui soccorritori locali e poter agire indipendentemente nelle case in cui c'e' piu' bisogno

Partenza per Olbia alle 11 del 23/11",2.1 Raccolta beni
378,Richiesta ruspe per bonificare – Olbia,2013-11-22 18:25:00,104017,Olbia,Olbia-Tempio,Servono ruspe per bonificare via Apulia.,2.6 Altro utile ai soccorsi::8. CERCASI VOLONTARI
376,"Raccolta alimenti di prima necessità, vestiario, stufe",2013-11-22 18:08:00,92009,Cagliari,Cagliari,"Bar organizza presso la propria sede, a Cagliari, la raccolta di alimenti di prima necessità ( quali acqua latte pane biscotti pasta olio zucchero ecc) e a lunga conservazione, per le famiglie del nord e centro Sardegna colpite dall'alluvione. 

La prossima partenza é prevista per venerdì 29 novembre (Anche stamane sono partiti ad Olbia a consegnare materassi coperte vestiario ecc). 

Accettiamo ancora: coperte piumoni giubbotti stufette e tutto ciò che può far sentire queste famiglie al caldo e "" a casa"" , per ormai la loro casa e la loro famiglia siamo NOI. Affrettatevi, vi aspettiamo, grazie a tutti.",2.1 Raccolta beni::2.4 Cibo e pasti
375,Richiesta ingegneri e geometri a Solarussa,2013-11-22 18:03:00,95062,Solarussa,Oristano,"C'è bisogno di INGEGNERI e GEOMETRI per il fine settimana per la conta dei danni.
Chi vuole mettersi al servizio, a titolo di volontariato, contattare il Comune di Solarussa.

Altri numeri utili per contattare Solarussa :
http://www.comune.solarussa.or.it/community/notizie/archivionotizie/2013/20131120_emergenza_alluvione_informazioni_utili.html",8. CERCASI VOLONTARI
374,Lavaggio indumenti gratis - Olbia,2013-11-22 18:05:00,104017,Olbia,Olbia-Tempio,Presso lavanderia.,2.6 Altro utile ai soccorsi
373,Lavaggio indumenti Olbia,2013-11-22 18:02:00,104017,Olbia,Olbia-Tempio,Lavanderia offre lavaggio indumenti.,2.6 Altro utile ai soccorsi
372,Lavaggio indumenti -  Olbia,2013-11-22 18:00:00,104017,Olbia,Olbia-Tempio,Lavasecco.,2.6 Altro utile ai soccorsi
371,Richiesta sangue gruppo 0 negativo,2013-11-22 18:00:00,104004,Arzachena,Olbia-Tempio,"URGENTE
Arzachena: serve sangue gruppo 0 negativo",2.6 Altro utile ai soccorsi::6. NOTIZIE
370,Raccolta indumenti/generi di prima necessità Olbia,2013-11-22 17:59:00,104017,Olbia,Olbia-Tempio,Presso capannone,2.1 Raccolta beni
369,Raccolta indumenti/generi di prima necessità Olbia,2013-11-22 17:56:00,104017,Olbia,Olbia-Tempio,Raccolta indumenti e generi di prima necessità.,2.1 Raccolta beni
368,Distribuzione pasti/beni materiali Olbia,2013-11-22 17:45:00,104017,Olbia,Olbia-Tempio,"Distribuzione di pasti, indumenti, coperte e materassi e sistemazione alberghiera.

Di seguito sono riportate le informazioni relative ai luoghi, orari e contatti per la distribuzione di pasti, indumenti, coperte e materassi e per la sistemazione alberghiera:

Punti distribuzione pasti:

Via Canova presso Centro Umanitario 
Chiesa della SacraFamiglia 
Cooperativa Solaria via del Castagno 
Chiesa di S. Antonio.
Distribuzione pasti stasera 20 novembre dalle ore 19,00. Domani 21 novembre dalle ore 12,00

Punti distribuzione indumenti, coperte e materassi:

Centro Umanitario via Canova (ingresso nel retro rispetto a dove si effettuavano i prelievi) 
Chiesa di San Antonio 
Sacra Famiglia 
Palestra scuola elementare di Isticaddeu a Partire dalle ore 14,00 del giorno 20c.m.
Fronte office e centro operativo servizi sociali e polizia municipale per sistemazione alberghiera.",2.1 Raccolta beni::2.4 Cibo e pasti
367,Ricerca volontari sabato 23 novembre - Uras (OR),2013-11-22 17:22:00,95069,Uras,Oristano,L'associazione mette a disposizione una decina di persone che si sono rese disponibili a dare una mano da sabato 23 mattina presto con pale/stivali/guanti disponibili per spalare fango in case/strade dove servisse o per qualsiasi altra mano di aiuto.,2.8 Volontari
366,Distribuzione pasti gratuiti - Olbia (via Aspromonte),2013-11-22 16:45:00,104017,Olbia,Olbia-Tempio,"I pasti vengono erogati dalle ore 12,00 e dalle ore 19,00 nei seguenti centri:

Chiesa della Sacra Famiglia, via Roma 
Chiesa di Sant’Antonio, via Aspromonte.",2.4 Cibo e pasti
365,Distribuzione pasti gratuiti - Olbia (via Roma),2013-11-22 16:44:00,104017,Olbia,Olbia-Tempio,"I pasti vengono erogati dalle ore 12,00 e dalle ore 19,00 nei seguenti centri:

Cooperativa Solaria, via del Castagno centro smistamento 
Centro Umanitario, via Canova 
Chiesa della Sacra Famiglia, via Roma 
Chiesa di Sant’Antonio, via Aspromonte.",2.4 Cibo e pasti
364,Distribuzione pasti gratuiti - Olbia (via Canova),2013-11-22 16:42:00,104017,Olbia,Olbia-Tempio,"I pasti vengono erogati dalle ore 12,00 e dalle ore 19,00 nei seguenti centri:

Chiesa della Sacra Famiglia, via Roma 
Chiesa di Sant’Antonio, via Aspromonte.",2.4 Cibo e pasti
363,Distribuzione pasti gratuiti - Olbia (via del Castagno),2013-11-22 16:40:00,104017,Olbia,Olbia-Tempio,"I pasti vengono erogati dalle ore 12,00 e dalle ore 19,00 nei seguenti centri:

Cooperativa Solaria, via del Castagno centro smistamento 
Centro Umanitario, via Canova 
Chiesa della Sacra Famiglia, via Roma 
Chiesa di Sant’Antonio, via Aspromonte.",2.4 Cibo e pasti
361,Esigenza Fieno - Bitti (Nu),2013-11-22 16:05:00,91009,Bitti,Nuoro,I pastori di Bitti hanno bisogno di fieno per il bestiame.,1.2 DANNI AGRICOLI::2.1 Raccolta beni
360,Richiesta articoli vari - Torpè (Nu),2013-11-22 14:52:00,91094,Torpè,Nuoro,"MASSIMA URGENZA: Aggiornamento delle 13,10 - CARENZA DI OLIO D'OLIVA a Torpè. Servono inoltre scaffali, acqua, cibo in scatola, medicinali e prodotti per disinfezione: tachipirina (sciroppo, gocce e supposte), fluibron e fluimucil fiale per aerosol, disinfettante generico, cotone, garze, cerotti, paracetamolo, antinfiammatori da banco (Oki, Brufen, Moment), cerotti, antidiarroici, glicerina, fermenti lattici e cibi per celiaci.


[mancanza riferimento contatti]",2.6 Altro utile ai soccorsi
359,Offerta per sostituzione gratuita vetri - Olbia,2013-11-22 14:39:00,104017,Olbia,Olbia-Tempio,"A disposizione materiale per sostituzione di vetri per finestre e porte finestre di qualsiasi tipo eccetto Vetro camera, per chiunque ne avesse bisogno.

Naturalmente gratuita anche la mano d'opera per il montaggio.

Potete usufruire del servizio portando I serramenti presso la sede in Olbia.

Per la straordinaria situazione siamo a disposizione anche sabato 23 solo mattina.",2.1 Raccolta beni::2.8 Volontari
358,Ricerca volontari sabato 23 novembre - Terralba,2013-11-22 14:36:00,95065,Terralba,Oristano,L'associazione mette a disposizione una decina di persone che si sono rese disponibili a dare una mano da sabato 23 mattina presto con pale/stivali/guanti disponibili per spalare fango in case/strade dove servisse o per qualsiasi altra mano di aiuto.,2.8 Volontari
357,Offerta alloggio - Olbia,2013-11-22 14:11:00,104017,Olbia,Olbia-Tempio,Offresi alloggio zona Olbia,2.3 Posti letto
356,"Richiesta materassi, cuscini, intimo bambini - Solarussa (Or)",2013-11-22 13:53:00,95062,Solarussa,Oristano,URGENTE: a Solarussa urgono MATERASSI CUSCINI INTIMO BAMBINI IN BUONE CONDIZIONI NO VESTITI 22 NOVEMBRE ORE 13.30,2.6 Altro utile ai soccorsi
355,Disponibilità tir/raccolta beni - Selargius (Ca),2013-11-22 12:25:00,92068,Selargius,Cagliari,"""Abbiamo a disposizione un tir da 14 metri non vorremo mica farlo partire mezzo vuoto. Tutte le associazioni che hanno materiali di prima necessità e non sanno come farle arrivare ad Olbia e dintorni portino tutto da noi. Stanotte partiamo.""


Aggiornamento 18:00:

Servono scatole e scatoloni 
Partirà appena riempito, verso sera. 

Aggiornamento 24/11/2013 h.14:00

Serve una mano per smistare! Urgente!",2.1 Raccolta beni
354,Ospitalità - Santa Margherita di Pula (Ca),2013-11-22 12:59:00,92050,Pula,Cagliari,B&B a Santa Margherita di Pula mette a disposizione tutta la struttura.,2.3 Posti letto
353,"Richiesta muratori, idraulici ed elettricisti - Terralba (OR)",2013-11-22 12:23:00,95065,Terralba,Oristano,"A Terralba NON servono volontari generici, ma MURATORI, IDRAULICI ed ELETTRICISTI.

Contattare il Comune.",2.6 Altro utile ai soccorsi::8. CERCASI VOLONTARI
351,Olbia / SS125: riapertura al traffico tunnel,2013-11-22 12:07:00,104017,Olbia,Olbia-Tempio,SS125 – il tunnel nell’abitato di Olbia è stato riaperto al traffico ,5. PROBLEMI AL TRAFFICO
350,"Richiesti idropulitrici, sanificatori e volontari pulizie - Olbia",2013-11-22 11:58:00,104017,Olbia,Olbia-Tempio,"Richiesta di idropulitrici e di sanificatori per ripulire le case. 
Chiunque abbia questa attrezzatura e voglia gratuitamente mettersi a disposizione deve mandare una segnalazione di disponibilità via fax con tutti i riferimenti.
Verranno poi contattati per i lavori che servono.",8. CERCASI VOLONTARI
348,mezzi gratuiti per il trasporto dei beni,2013-11-22 11:36:00,95046,San Nicolò d'Arcidano,Oristano,San Nicolò Arcidano a disposizione i suoi mezzi gratuitamente per il trasporto dei beni raccolti.,2.2 Mezzi di trasporto
347,Mezzi per trasporto merci,2013-11-22 11:30:00,92068,Selargius,Cagliari,SELARGIUS - a disposizione i mezzi per trasporto merci.,2.2 Mezzi di trasporto
346,Comune di Solarussa: aggiornamenti in tempo reale,2013-11-22 11:13:00,95062,Solarussa,Oristano,"Aggiornamenti in tempo reale della situazione nel Comune di Solarussa. 
Le informazioni provengono direttamente dal sito istituzionale del Comune.",2.6 Altro utile ai soccorsi::4. RIFERIMENTI DI SOCCORSO::5. PROBLEMI AL TRAFFICO::6. NOTIZIE::7. ESONDAZIONI/STRARIPAMENTI
345,Gru per eventuale trasporto merce (il cassone è aperto),2013-11-22 11:26:00,91024,Fonni,Nuoro,Gru per eventuale trasporto merce (il cassone è aperto),2.2 Mezzi di trasporto
343,assistenza gratuita a pc/impianti elettrici compromessi,2013-11-22 10:37:00,95065,Terralba,Oristano,Offresi assistenza gratuita a pc/impianti elettrici compromessi. Info Comune.,2.6 Altro utile ai soccorsi
342,da Tortolì per Uras,2013-11-22 10:38:00,105018,Tortolì,Ogliastra,"Sabato partirà un carico per Uras, servono: materiali per la pulizia e cibo a lunga conservazione. 

Possibilità ritiro a domicilio in zona Tortolì.",2.1 Raccolta beni
341,Offerta Trasporti con Gru da Fonni,2013-11-22 10:27:00,91024,Fonni,Nuoro,Offresi gru per eventuale trasporto merce. NB: il cassone è aperto.,2.2 Mezzi di trasporto
340,Offerta trasporti: disponibilità furgone da Selargius,2013-11-22 10:20:00,92068,Selargius,Cagliari,"SELARGIUS - a disposizione i propri mezzi per trasporto merci. 

Lunedì vanno ad Alghero, se c'è del materiale da portare da quelle parti lo possono caricare oggi o domani.",2.2 Mezzi di trasporto
339,Centro di Raccolta beni a Quartu,2013-11-22 10:19:00,92051,Quartu Sant'Elena,Cagliari,"Quartu S.E. centro raccolta beni
orari: Tutti giorni dalle 9,00 alle 20,30",2.1 Raccolta beni
338,Raccolta beni a Sassari,2013-11-22 10:10:00,90064,Sassari,Sassari,"ZI Predda Niedda - centro raccolta beni
orari:9.00-13.00 e 15.00-18.30",2.1 Raccolta beni
337,Offerta trasporti anche dal continente - Abbasanta,2013-11-22 10:14:00,95001,Abbasanta,Oristano,Disponibilità per 3 metri di bancali su 3 mezzi autoarticolati. Da Milano alla Sardegna disponibili già da oggi.,2.2 Mezzi di trasporto
336,Offerta Trasporti - San Nicolò D'Arcidano,2013-11-22 10:11:00,95046,San Nicolò d'Arcidano,Oristano,Mette a disposizione i suoi mezzi gratuitamente per il trasporto dei beni raccolti.,2.2 Mezzi di trasporto
335,Offerta Trasporti : 1 furgone da Tortolì,2013-11-22 10:08:00,105018,Tortolì,Ogliastra,Mette a disposizione un furgone.,2.2 Mezzi di trasporto
334,Mandare stivali gomma uomo 40+ a Olbia,2013-11-21 20:19:00,104017,Olbia,Olbia-Tempio,Alcune persone di Olbia mi riferiscono della grossa difficoltà a reperire stivali da uomo dal numero 40 in su.,2.6 Altro utile ai soccorsi::6. NOTIZIE
333,Raccolta beni - Muravera,2013-11-21 20:10:00,92039,Muravera,Cagliari,"Muravera:
(coperte, trapunte, piumoni, pannolini, detersivi, omogeneizzati e generi alimentari a lunga scadenza)

Lunedi – Mercoledì – Venerdì dalle 9:00 alle 21:00
Martedì – Giovedì  dalle 15 alle 21
Sabato dalle 16 alle 19",2.1 Raccolta beni
332,Raccolta beni San Vito,2013-11-21 20:08:00,92064,San Vito,Cagliari,"San Vito:
Piazza Chiesa presso i locali della parrocchia. In caso di assenza del personale, lasciare comunque la merce.",2.1 Raccolta beni
331,Raccolta beni prima necessità - Girasole (Ogliastra),2013-11-21 18:06:00,105007,Girasole,Ogliastra,"Sabato 23 novembre i volontari di Girasole si recheranno nel comune di Torpè per portare dei beni di prima necessità (alimenti non deperibili, lenzuola, detersivi, vestiario, ecc). Chi volesse donare qualcosa potrà recarsi al centro di raccolta presso i locali del campo sportivo comunale di Girasole: giovedì e venerdì dalle 10:00 alle 12:00 e dalle 18:00 alle 20:00. Per informazioni 3284933846",2.1 Raccolta beni
330,Chiusa la Statale 126  tra Terralba e Arcidano,2013-11-21 18:28:00,95065,Terralba,Oristano,"Chiusa la Statale 126 tra Terralba e Arcidano. La circolazione lungo la Statale 126, tra Terralba e Arcidano, è stata interrotta. Lo ha disposto l’Anas. Il provvedimento segue gli accertamenti sulla stabilità del ponte del Rio Mogoro, interessato dall’onda di piena di lunedì scorso. I tecnici hanno rilevato l’erosione di un pilone e dovranno essere eseguiti accertamenti approfonditi sulla struttura. Chi deve raggiungere Terralba da Arcidano e viceversa, può utilizzare adesso la Strada provinciale 47 e la strada complanare.",5. PROBLEMI AL TRAFFICO::6. NOTIZIE
329,Blocco traffico SS126 Terralba,2013-11-21 17:44:00,95065,Terralba,Oristano,"SS126 
Ponte su rio Mogoro chiuso al traffico per controllo danni, pericolo crollo. Agg @17.30 21.11.13",1.1 DANNI EDIFICI/ARCHITTETONICI::5. PROBLEMI AL TRAFFICO::6. NOTIZIE
328,Raccolta beni - DESULO (Nuoro),2013-11-21 16:54:00,91016,Desulo,Nuoro,"Presso la Parrocchia Sant'Antonio Abate a Desulo si sta svolgendo da ieri, e continuerà fino a domenica, la raccolta di beni primari per le vittime dell'alluvione. 

Alcune imprese locali hanno messo a disposizione i propri furgoncini per la spedizione delle merci nelle zone dove c'è più bisogno.

[fino a domenica 24]",2.1 Raccolta beni
326,Raccolta viveri - Olbia,2013-11-21 16:06:00,104017,Olbia,Olbia-Tempio,"Alla chiesa della Sacra Famiglia di Olbia, centro di raccolta, serve la seguente merce:

- OLIO
- ZUCCHERO
- TONNO
- MERENDINE/BISCOTTI
- CAFFE'
- CIBO IN SCATOLA
- POSATE DI PLASTICA",2.1 Raccolta beni::2.4 Cibo e pasti::2.6 Altro utile ai soccorsi
325,"vento ,forte Pioggia,Grandine ,Fulmini",2013-11-21 15:33:00,90033,Ittiri,Sassari,"Grandine,Pioggia e vento forte",6. NOTIZIE
